Date,Name,Rank,Age,Cause,Place of Death,Country of Death,Branch of Service,City,State
9/3/2006,"Madaras, Nicholas A.",Private 1st Class,19,Hostile - hostile fire - IED attack,Ba'qubah,Iraq,U.S. Army,Wilton,Connecticut
9/3/2006,"Henkes II, Richard J. ",Sergeant 1st Class,32,Hostile - hostile fire - IED attack,Mosul (near),Iraq,U.S. Army,Portland,Oregon
9/3/2006,"Miller, Ryan Edwin",Private,21,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Gahanna,Ohio
9/3/2006,"Johnson, Philip A.",Lance Corporal,19,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Hartford,Connecticut
9/3/2006,"Harris, Shane P.",Lance Corporal,23,Hostile - hostile fire,Ar Rutbah,Iraq,U.S. Marine,Las Vegas,New Mexico
9/3/2006,"Dreese, Justin W.",Private 1st Class,21,Hostile - hostile fire - IED attack,Yusufiyah,Iraq,U.S. Army,Northumberland,Pennsylvania
9/3/2006,"Porras, Ralph N.",Sergeant,36,Hostile - hostile fire - IED attack,Yusufiyah,Iraq,U.S. Army,Merrill,Michigan
9/2/2006,"Alex, Eugene",Staff Sergeant,32,Hostile - hostile fire - small arms fire,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Bay City,Michigan
9/1/2006,"Mercado-Velazquez, Angel D. ",Staff Sergeant,24,Hostile - hostile fire - mortar attack,Yusufiyah,Iraq,U.S. Army,Not reported yet,Puerto Rico
9/1/2006,"Golla, Cliff",Lance Corporal,21,Hostile - hostile fire,Habbaniyah (near) (died in Taqaddum),Iraq,U.S. Marine,Charlotte,North Carolina
8/31/2006,"Deason, Michael L.",Staff Sergeant,28,Hostile - hostile fire - grenade,Ad Dwar,Iraq,U.S. Army,Farmington,Missouri
8/30/2006,"Hanson, Joshua R.",Sergeant,27,Hostile - hostile fire - IED attack,Khaldiyah,Iraq,U.S. Army National Guard,St. Paul,Minnesota
8/30/2006,"Wolfe, Colin Joseph",Private 1st Class,18,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Manassas,Virginia
8/29/2006,"Warndorf, Christopher Tyler ",Corporal,21,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Burlington,Kentucky
8/29/2006,"Vosbein, Matthew J.",Sergeant,30,Hostile - hostile fire - IED attack,Yusufiyah,Iraq,U.S. Army,Metairie,Louisiana
8/28/2006,"Squires, Shannon L.",Corporal,25,Hostile - hostile fire - IED attack,"Brooke Army Med Center, TX",USA,U.S. Army,Virginia Beach,Virginia
8/28/2006,"Schneider, Matthew E.",Specialist,23,Non-hostile - illness - heart attack,Ramadi,Iraq,U.S. Army,Gorham,New Hampshire
8/27/2006,"Benson, Darry",Sergeant,46,Non-hostile,Camp Bucca Virginia,Kuwait,U.S. Army National Guard,Winterville,North Carolina
8/27/2006,"Hansen, Jeffrey J.",Staff Sergeant,31,Non-hostile - vehicle accident,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army National Guard,Cairo,Nebraska
8/27/2006,"Almazan, David J.",Sergeant,27,Hostile - hostile fire - IED attack,Hit,Iraq,U.S. Army,Van Nuys,California
8/27/2006,"Champlin, Donald E.",Lance Corporal,28,Hostile - hostile fire,Landstuhl Reg. Med. Ctr.,Iraq,U.S. Marine,Natchitoches,Louisiana
8/27/2006,"Jones, Joshua D.",Corporal,24,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Pomeroy,Ohio
8/27/2006,"Novak, Shaun A.",Specialist,21,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Two Rivers,Wisconsin
8/27/2006,"Lee, Qixing",Specialist,20,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Minneapolis,Minnesota
8/27/2006,"Jazmine, Moises",Sergeant,25,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Providence,Rhode Island
8/27/2006,"Smith, Tristan",Specialist,23,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Bryn Athyn,Pennsylvania
8/27/2006,"Cross, Kenneth",Corporal,21,"Hostile - hostile fire - small arms fire, IED",Baghdad,Iraq,U.S. Army,Superior,Wisconsin
8/27/2006,"Dolan, Dan",Private 1st Class,19,"Hostile - hostile fire - small arms fire, IED",Baghdad,Iraq,U.S. Army,Roy,Utah
8/27/2006,"Hildreth, Seth A.",Specialist,26,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Myrtle Beach,South Carolina
8/26/2006,"Weimortz, David G.",Corporal,28,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Irmo,South Carolina
8/26/2006,"Zayas, Edgardo",Specialist,29,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Dorchester,Massachusetts
8/25/2006,"Pierson, Jordan C.",Corporal,21,Hostile - hostile fire - small arms fire,Fallujah,Iraq,U.S. Marine Reserve,Milford,Connecticut
8/24/2006,"Solomon, Gordon George",Staff Sergeant,35,Hostile - hostile fire,Habbaniyah,Iraq,U.S. Marine,Fairborn,Ohio
8/24/2006,"Williams, Dwayne E.",Staff Sergeant,28,Hostile - hostile fire - disarming IED,Ramadi,Iraq,U.S. Marine,Baltimore,Maryland
8/24/2006,"King, Jeremy E.",Sergeant,23,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Meridian,Idaho
8/24/2006,"Thorne, William E.",Private 1st Class,26,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Hospers,Iowa
8/23/2006,"Hirlston, James Daniel",Lance Corporal,21,Hostile - hostile fire,Al Karmah,Iraq,U.S. Marine,Murfreesboro,Tennessee
8/23/2006,"Barbieri, Thomas J.",Specialist,24,Hostile - hostile fire - small arms fire,Baghdad (south of),Iraq,U.S. Army,Gaithersburg,Maryland
8/22/2006,"Darga, Paul J.",Chief Petty Officer,34,Hostile - hostile fire - IED attack,Al Anbar Province,Iraq,U.S. Navy,Lansing,Michigan
8/21/2006,"Clemmons, Brad A.",Master Sergeant,37,Hostile - hostile fire - IED attack,Taji (Northwest of Baghdad),Iraq,U.S. Air Force,Chillicothe,Ohio
8/20/2006,"DeRoo, Gabriel G.",Sergeant,23,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Paw Paw,Michigan
8/20/2006,"Kenyon, Chadwick Thomas",Hospitalman,20,Hostile - hostile fire - IED attack,Rawah,Iraq,U.S. Navy,Tucson,Arizona
8/20/2006,"Galvez, Adam Anthony",Corporal,21,Hostile - hostile fire,Rawah,Iraq,U.S. Marine,Salt Lake City,Utah
8/20/2006,"Newman, Randy Lee",Lance Corporal,21,Hostile - hostile fire,Rawah,Iraq,U.S. Marine,Bend,Oregon
8/19/2006,"Quick, Marquees A.",Sergeant,28,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,Hoover,Alabama
8/18/2006,"Villa Jr, Ruben J.",Sergeant 1st Class,36,Non-hostile,Dubai,United Arab Emirates,U.S. Army,El Paso,Texas
8/17/2006,"Arellano, James J.",Private 1st Class,19,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,Cheyenne,Wyoming
8/16/2006,"Loa, Jeffrey S.",Staff Sergeant,32,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Waianae,Hawaii
8/16/2006,"Glover, Michael Dennis",Lance Corporal,28,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Brooklyn,New York
8/16/2006,"Phillips, John P.",Sergeant,29,Hostile - hostile fire,"Brooke Army Med Center, TX",USA,U.S. Marine,St. Stephen,South Carolina
8/16/2006,"McKenna IV, John James",Captain,30,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Brooklyn,New York
8/12/2006,"Jenkins, Kenneth A.",Staff Sergeant,25,Hostile - hostile fire - small arms fire,Balad,Iraq,U.S. Army,Fouke,Arkansas
8/12/2006,"Zeigler, Kevin L.",Staff Sergeant,31,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Overland Park,Kansas
8/12/2006,"Lloyd, Michael C.",Staff Sergeant,24,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,San Antonio,Texas
8/10/2006,"Long, Jeremy Z.",Lance Corporal,18,Hostile - hostile fire,Zella,Iraq,U.S. Marine,Sun Valley,Nevada
8/9/2006,"Brown, Jeffery S.",Sergeant,25,Non-hostile - helicopter crash,Ar Rutbah,Iraq,U.S. Army,Trinity Center,California
8/9/2006,"Mennemeyer, Steven P.",Sergeant,26,Non-hostile - helicopter crash,Ar Rutbah,Iraq,U.S. Army,Granite City,Illinois
8/9/2006,"Woods, Shane W.",Specialist,23,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Palmer,Alaska
8/9/2006,"Ramirez, Ignacio",Specialist,22,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Henderson,Nevada
8/9/2006,"Jagger, Aaron",1st Sergeant,43,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Hillsdale,Michigan
8/6/2006,"Melvin, Tracy L.",Staff Sergeant,31,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Seattle,Washington
8/6/2006,"Zamora, Jose",Corporal,24,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,Sunland Park,New Mexico
8/6/2006,"Clark, Carlton A.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,South Royalton,Vermont
8/6/2006,"Seale, Stephen A.",Staff Sergeant,25,Hostile - hostile fire - IED attack,Baghdad (southwest of),Iraq,U.S. Army,Grafton,West Virginia
8/5/2006,"Kubik, Brian J.",Private 1st Class,20,Hostile - hostile fire - small arms fire,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Hardin,Texas
8/4/2006,"Segura Jr., Leroy ",Sergeant,23,Non-hostile - vehicle accident,Habbaniyah,Iraq,U.S. Army,Clovis,New Mexico
8/4/2006,"Storey, Clint J.",Staff Sergeant,30,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Enid,Oklahoma
8/4/2006,"Beste, Bradley H.",Sergeant,22,"Hostile - hostile fire - small arms fire, IED",Ramadi,Iraq,U.S. Army,Naperville,Illinois
8/3/2006,"Dechen, Kurt Edward",Lance Corporal,24,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Springfield,Vermont
8/3/2006,"Ulloa Jr., George M.",Sergeant,23,Hostile - hostile fire,Al Taqaddum,Iraq,U.S. Marine,Austin,Texas
8/2/2006,"Lee, Marc A.",Petty Officer 2nd Class,28,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Navy,Hood River/Ashland,Oregon
8/2/2006,"Tomci, Joseph A.",Corporal,21,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Stow,Ohio
8/2/2006,"Jopek, Ryan D.",Sergeant,20,Hostile - hostile fire - IED attack,Tikrit,Iraq,U.S. Army National Guard,Merrill,Wisconsin
8/2/2006,"Laird, Dustin D.",Sergeant,23,Hostile - hostile fire,Rawah,Iraq,U.S. Army National Guard,Martin,Tennessee
8/1/2006,"Hsia, Hai Ming",Specialist,37,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,New York,New York
7/31/2006,"Ford, Joshua",Sergeant,20,Hostile - hostile fire - IED attack,An Numaniyah (near),Iraq,U.S. Army National Guard,Wayne,Nebraska
7/29/2006,"Hanson, Jason",Private 1st Class,21,Hostile - hostile fire - IED attack,Rawah,Iraq,U.S. Marine,Forks,Washington
7/29/2006,"Baucus, Phillip E.",Corporal,28,Hostile - hostile fire - suicide car bomb,Rawah,Iraq,U.S. Marine,Wolf Creek,Montana
7/29/2006,"Williams, Christian B.",Sergeant,27,Hostile - hostile fire - suicide car bomb,Rawah,Iraq,U.S. Marine,Winter Haven,Florida
7/29/2006,"Butterfield, Anthony E.",Lance Corporal,19,Hostile - hostile fire - suicide car bomb,Rawah,Iraq,U.S. Marine,Clovis,California
7/27/2006,"Higgins, James W.",Lance Corporal,22,Hostile - hostile fire - IED attack,Al Taqaddum,Iraq,U.S. Marine,Frederick,Maryland
7/27/2006,"Murray, Adam R.",Lance Corporal,21,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Marine,Cordova,Tennessee
7/27/2006,"Sanchez, Enrique Henry",Private 1st Class,21,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Marine,Garner,North Carolina
7/27/2006,"Roos, Timothy D.",Corporal,21,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Delhi,Ohio
7/26/2006,"Koth, Edward A",Petty Officer 2nd Class,30,Non-hostile - ordnance accident,Baghdad,Iraq,U.S. Navy,Towson,Maryland
7/25/2006,"Graves, Joseph A.",Specialist,21,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Discovery Bay,California
7/24/2006,"Castner, Stephen W.",Corporal,27,Hostile - hostile fire - IED attack,Tallil,Iraq,U.S. Army National Guard,Cedarburg,Wisconsin
7/24/2006,"West, Jason M.",Captain,28,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Pittsburgh,Pennsylvania
7/24/2006,"Samson Jr., Dennis K.",Specialist,24,Hostile - hostile fire - small arms fire,Al Taqaddum,Iraq,U.S. Army,Hesperia,Michigan
7/22/2006,"Swanson, Christopher",Staff Sergeant,25,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Rose Haven,Maryland
7/22/2006,"Russell, Blake H.",Captain,35,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Fort Worth,Texas
7/22/2006,"Fargo, Adam J.",Corporal,22,"Hostile - hostile fire - small arms fire, IED",Baghdad (eastern part),Iraq,U.S. Army,Ruckersville,Virginia
7/21/2006,"Wallace, Matthew P.",Corporal,22,Hostile - hostile fire - IED attack,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Lexington Park,Maryland
7/21/2006,"Pate, Christopher T.",Captain,29,Hostile - hostile fire,Al Taqaddum,Iraq,U.S. Marine Reserve,Hampstead,North Carolina
7/20/2006,"Plowman, Derek J.",Private 1st Class,20,Non-hostile - gun shot wound,Baghdad,Iraq,U.S. Army National Guard,Everton,Arkansas
7/20/2006,"Ramon, Julian A.",Corporal,22,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Flushing,New York
7/18/2006,"Cayer, Geofrey R.",Lance Corporal,20,Non-hostile,Habbaniyah,Iraq,U.S. Marine,Fitchburg,Massachusetts
7/18/2006,"Vecchione, Mark Richard",Sergeant,25,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Tucson,Arizona
7/17/2006,"Baughman, Nathaniel S.",Corporal,23,Hostile - hostile fire - RPG attack,Bayji,Iraq,U.S. Army,Monticello,Indiana
7/17/2006,"Pugh, Kenneth I.",Staff Sergeant,39,Hostile - hostile fire - sniper fire,Baghdad (southern part),Iraq,U.S. Army,Houston,Texas
7/17/2006,"Smith, Scott R.",Sergeant 1st Class,34,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Punxsutawney,Pennsylvania
7/17/2006,"Dickinson II, Michael A",Staff Sergeant,26,Hostile - hostile fire - small arms fire,Ramadi,Iraq,U.S. Army,Battle Creek,Michigan
7/16/2006,"Evey, Jason M.",Staff Sergeant,29,Hostile - hostile fire - IED attack,Baghdad (southern part),Iraq,U.S. Army,Stockton,California
7/15/2006,"Contreras, Andres J.",Sergeant,23,Hostile - hostile fire - IED attack,Baghdad (southern part),Iraq,U.S. Army,Huntington Park,California
7/15/2006,"Holguin, Manuel J.",Specialist,21,Hostile - hostile fire - IED attack,Baghdad (Sadr City),Iraq,U.S. Army,Woodlake,California
7/14/2006,"Turner Jr., Thomas B.",Sergeant,31,Hostile - hostile fire - IED attack,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Cottonwood,California
7/13/2006,"Floyd, Al'Kaila",Sergeant,23,Hostile - hostile fire - IED attack,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Grand Rapids,Michigan
7/12/2006,"Tharp, Jerry A.",Petty Officer 1st Class,44,Hostile - hostile fire - IED attack,Rawah (south of),Iraq,U.S. Naval Reserve,Aledo,Illinois
7/12/2006,"Hernandez Jr., Irving ",Sergeant,28,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,New York,New York
7/10/2006,"Dreasky, Duane J.",Sergeant,31,Hostile - hostile fire - IED attack,"Brooke Army Med Center, TX",Iraq,U.S. Army National Guard,Novi,Michigan
7/9/2006,"Montoya, Damien M.",Specialist,21,Non-hostile,Baghdad,Iraq,U.S. Army,Holbrook,Arizona
7/8/2006,"Micks, Joseph P.",Corporal,22,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Rapid River,Michigan
7/8/2006,"Linden, Troy Carlin",Corporal,22,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Detroit Lakes,Minnesota
7/8/2006,"Flores, Omar",Staff Sergeant,27,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Mission,Texas
7/3/2006,"Pabla, Paul",Staff Sergeant,23,Hostile - hostile fire - sniper fire,Mosul,Iraq,U.S. Army National Guard,Fort Wayne,Indiana
7/2/2006,"Noyes, Justin",Sergeant,23,Hostile - hostile fire - IED attack,Fallujah,Iraq,U.S. Marine,Vinita,Oklahoma
7/2/2006,"Mason, Collin T.",Private 1st Class,20,Hostile - hostile fire - indirect fire,Taji,Iraq,U.S. Army,Staten Island,New York
7/1/2006,"Ware Jr., Carl Jerome ",Airman 1st Class,22,Non-hostile - homicide,Camp Bucca (near),Iraq,U.S. Air Force,Glassboro,New Jersey
6/29/2006,"Muldoon, James P.",Sergeant,23,Hostile - hostile fire - small arms fire,Balad,Iraq,U.S. Army,Bells,Texas
6/29/2006,"Miller, Kyle",Specialist,19,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army National Guard,Willmar,Minnesota
6/29/2006,"Clark, Ryan. J.",Corporal,19,Hostile - hostile fire - IED attack,"Brooke Army Med Center, TX",USA,U.S. Army,Lancaster,California
6/29/2006,"Rose, Christopher D.",Corporal,21,Hostile - hostile fire - IED attack,Baghdad (south of),Iraq,U.S. Army,San Francisco,California
6/29/2006,"Luckey, Bryan C.",Sergeant,25,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Tampa,Florida
6/28/2006,"Page, Rex A.",Private 1st Class,21,Hostile - hostile fire,Al Taqaddum,Iraq,U.S. Marine,Kirksville,Missouri
6/27/2006,"Morrow, Jason W.",Corporal,27,Hostile - hostile fire,Al Taqaddum,Iraq,U.S. Marine,Riverside,California
6/27/2006,"Wallace, Terry O.P.",Sergeant 1st Class,33,Hostile - hostile fire - IED attack,Taji,Iraq,U.S. Army,Winnsboro,Louisiana
6/27/2006,"Jones, Jeremy",Corporal,25,Hostile - hostile fire - IED attack,Iskandariyah,Iraq,U.S. Army,Millard,Nebraska
6/26/2006,"Potocki, Michael J.",Private 1st Class,21,Hostile - hostile fire - small arms fire,Al Asad,Iraq,U.S. Army,Baltimore,Maryland
6/26/2006,"Plouhar, Raymond J.",Staff Sergeant,30,Hostile - hostile fire - IED attack,Al Taqaddum,Iraq,U.S. Marine,Lake Orion,Michigan
6/26/2006,"Lisk, Terry",Sergeant,26,Hostile - hostile fire - mortar attack,Ramadi,Iraq,U.S. Army,Fox Lake,Illinois
6/25/2006,"King, Paul N.",Corporal,23,Hostile - hostile fire,Fallujah,Iraq,U.S. Marine Reserve,Tyngsboro,Massachusetts
6/24/2006,"Sanchez, Virrueta A.",Staff Sergeant,33,Hostile - hostile fire - IED attack,Balad,Iraq,U.S. Army,Houston,Texas
6/24/2006,"Laymon, Benjamin J.",Sergeant,22,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Mount Vernon,Ohio
6/24/2006,"Norton, Justin Dean",Sergeant,21,Hostile - hostile fire - bomb,Baghdad,Iraq,U.S. Army,Rainier,Washington
6/23/2006,"Singletary, Channing G.",Specialist,30,Non-hostile,Baghdad,Iraq,U.S. Army National Guard,Sylvester,Georgia
6/23/2006,"Gibbons, Devon J.",Private 1st Class,19,Hostile - hostile fire - IED attack,"Brooke Army Med Center, TX",USA,U.S. Army,Port Orchard,Washington
6/23/2006,"Buckley, Ryan J.",Corporal,21,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Nokomis,Illinois
6/23/2006,"Bievre, Mario J.",Staff Sergeant,34,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Constantinople,Illinois
6/23/2006,"Beyer, Paul A.",Private 1st Class,21,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Jamestown,North Dakota
6/22/2006,"Baker, Riley E.",Corporal,22,Hostile - hostile fire,Ramadi,Iraq,U.S. Marine,Pacific,Missouri
6/21/2006,"Cuaresma, Sirlou C.",Sergeant,21,Non-hostile,Baghdad,Iraq,U.S. Army,Chicago,Illinois
6/21/2006,"Whyte, Nicholas J. ",Lance Corporal,21,Hostile - hostile fire - sniper fire,Ramadi,Iraq,U.S. Marine,Brooklyn,New York
6/21/2006,"Buzzard, Jason J.",Sergeant,31,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Ukiah,California
6/20/2006,"Leon, Christopher D. ",Corporal,20,Hostile - hostile fire,Al Karmah (Died in Ramadi),Iraq,U.S. Marine,Lancaster,California
6/20/2006,"Williams, Benjamin D.",Staff Sergeant,30,Hostile - hostile fire - IED attack,Al Karmah,Iraq,U.S. Marine,Orange,Texas
6/20/2006,"Webb, Brandon J",Lance Corporal,20,Hostile - hostile fire - IED attack,Al Karmah,Iraq,U.S. Marine,Swartz Creek,Michigan
6/20/2006,"White, Christopher N.",Private 1st Class,23,Hostile - hostile fire - IED attack,Al Karmah,Iraq,U.S. Marine,Southport,North Carolina
6/17/2006,"Ramirez, Reyes ",Sergeant,23,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Willis,Texas
6/17/2006,"Jones, Robert L.",Specialist,22,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,Milwaukee,Oregon
6/16/2006,"Menchaca, Kristian",Private,23,Hostile - hostile fire,Yusufiyah,Iraq,U.S. Army,San Marcos,Texas
6/16/2006,"Tucker, Thomas Lowell",Private 1st Class,25,Hostile - hostile fire,Yusufiyah,Iraq,U.S. Army,Madras,Oregon
6/16/2006,"Koch, Brent W.",Specialist,22,Hostile - hostile fire - IED attack,Diwaniyah,Iraq,U.S. Army National Guard,Morton,Minnesota
6/16/2006,"Babineau, David J. ",Specialist,25,Hostile - hostile fire - small arms fire,Yusufiyah,Iraq,U.S. Army,Springfield,Massachusetts
6/15/2006,"Santos, Jeremiah S.",Corporal,21,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Minot,North Dakota
6/14/2006,"Estrella, Michael A.",Corporal,20,Hostile - hostile fire - small arms fire,Haditha,Iraq,U.S. Marine,Hemet,California
6/9/2006,"Guerrero, Salvador",Lance Corporal,21,Hostile - hostile fire,Al Qaim,Iraq,U.S. Marine,Los Angeles,California
6/9/2006,"Alday, Zachary M.",Seaman,22,Hostile - hostile fire - mine,Al Qaim,Iraq,U.S. Navy,Donalsonville,Georgia
6/9/2006,"Slaven, Ben",Private 1st Class,22,Hostile - hostile fire - IED attack,Diwaniyah,Iraq,U.S. Army Reserve,Plymouth,Nebraska
6/9/2006,"Zoucha, Brent",Lance Corporal,19,Hostile - hostile fire - IED attack,Al Qaim,Iraq,U.S. Marine,Clarks,Nebraska
6/9/2006,"Velez,  Jose M.",Sergeant,35,Hostile - hostile fire - IED attack,Kirkuk,Iraq,U.S. Army Reserve,Bronx,New York
6/8/2006,"McSwain, Clarence D.",Sergeant 1st Class,31,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Meridian,Kentucky
6/8/2006,"Crabtree, Daniel",Sergeant 1st Class,31,Hostile - hostile fire - IED attack,Al Kut,Iraq,U.S. Army National Guard,Canton,Ohio
6/8/2006,"Santos, Luis D.",Specialist,20,Hostile - hostile fire - IED attack,Buhriz,Iraq,U.S. Army,Rialto,California
6/7/2006,"Vaughan, John Shaw",2nd Lieutenant,23,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Edwards,Colorado
6/7/2006,"Crombie, David N.",Private 1st Class,19,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Winnemucca,Nevada
6/7/2006,"Love, Scott M.",1st Lieutenant,32,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Knoxville,Tennessee
6/6/2006,"Smykowski, Mark T.",Sergeant,23,Hostile - hostile fire,Zaidon,Iraq,U.S. Marine,Mentor,Ohio
6/6/2006,"Blakley, Richard A.",Staff Sergeant,34,Hostile - hostile fire - small arms fire,Khaldiyah (near),Iraq,U.S. Army National Guard,Avon,Indiana
6/6/2006,"Anderson, Andy D.",Corporal,24,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,Falls Church,Virginia
6/6/2006,"Pernell, Carlos E.",Sergeant,25,Hostile - hostile fire,Ramadi,Iraq,U.S. Army,Munford,Alabama
6/6/2006,"Sanders, Ryan T.",1st Lieutenant,27,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Richardson,Texas
6/6/2006,"Gionet, Daniel",Sergeant,23,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Pelham,New Hampshire
6/5/2006,"Lawson, Issac S.",Specialist,35,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Sacramento,California
6/5/2006,"Rovinski, Gary",Petty Officer 1st Class,44,Hostile - hostile fire - IED attack,Anah (southwest of),Iraq,U.S. Naval Reserve,Roseville,Illinois
6/5/2006,"Jaenke, Jamie",Petty Officer 2nd Class,30,Hostile - hostile fire - IED attack,Anah (southwest of),Iraq,U.S. Naval Reserve,Bay City,Wisconsin
6/3/2006,"Stover, Michael D.",Major,43,Non-hostile,Al Taqaddum,Iraq,U.S. Marine,Mansfield,Ohio
6/3/2006,"Harmon, Darren",Staff Sergeant,44,Non-hostile,Haditha,Iraq,U.S. Army Reserve,Newark,Delaware
6/3/2006,"Cummings, Ryan J.",Corporal,22,Hostile - hostile fire,Al Anbar Province,Iraq,U.S. Marine,Streamwood,Illinois
6/3/2006,"Tribble, Brett L.",Private 1st Class,20,Hostile - hostile fire - IED attack,Ramadi,Iraq,U.S. Army,Lake Jackson,Texas
5/31/2006,"Mejia, Benjamin E.",Sergeant,25,Non-hostile,"FOB Marez, Mosul",Iraq,U.S. Army,Salem,Massachusetts
5/31/2006,"Kolasa, Alexander J.",Corporal,22,Non-hostile,Baghdad,Iraq,U.S. Army,White Lake,Michigan
5/30/2006,"Bucklin, Brock L.",Specialist,28,Non-hostile - accident,Balad,Iraq,U.S. Army,Caledonia,Michigan
5/30/2006,"West, Bobby R.",Corporal,23,Hostile - hostile fire - IED attack,Baghdad (southeast of),Iraq,U.S. Army,Beebe,Arkansas
5/29/2006,"Loveless, Jeremy M.",Corporal,25,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Estacada,Oregon
5/29/2006,"Funkhouser, James A.",Captain,35,Hostile - hostile fire - car bomb,Baghdad,Iraq,U.S. Army,Katy,Texas
5/27/2006,"Garcia, J. Adan",Corporal,20,Hostile - hostile fire - small arms fire,"National Naval Medical Center, Bethesda",USA,U.S. Army,Irving,Texas
5/27/2006,"Doring, Nathanael J.",Captain,31,Non-hostile - helicopter crash,Al Taqaddum (near),Iraq,U.S. Marine,Apple Valley,Minnesota
5/27/2006,"Bennett, Richard A.",Corporal,25,Non-hostile - helicopter crash,Al Taqaddum (near),Iraq,U.S. Marine,Girard,Kansas
